Papel,Cotação,P/L,P/VP,PSR,Div.Yield,P/Ativo,P/Cap.Giro,P/EBIT,P/Ativ Circ.Liq,EV/EBIT,EV/EBITDA,Mrg Ebit,Mrg. Líq.,Liq. Corr.,ROIC,ROE,Liq.2meses,Patrim. Líq,Dív.Brut/ Patrim.,Cresc. Rec.5a
SEER3,"13,65","10,65","1,23","1,405","2,38%","0,568","2,78","9,48","-3,02","9,00","4,62","14,82%","13,20%","2,41","7,81%","11,57%","11.724.200,00","1.426.490.000,00","0,41","2,49%"
TRFO4,"4,70","10,70","2,68","0,835","0,00%","1,078","4,82","5,73","7,65","5,33","5,33","14,58%","7,80%","1,43","27,63%","25,01%","0,00","76.165.000,00","0,26","16,47%"
SANB4,"20,16","10,75","0,00","0,000","2,67%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","0,00%","1.570.650,00","0,00","0,00","-6,01%"
AGRO3,"25,70","10,81","1,84","2,619","2,08%","0,970","9,21","11,25","-7,17","13,85","20,40","23,29%","13,75%","1,45","9,87%","17,01%","14.352.200,00","1.147.760.000,00","0,57","35,55%"
BESP4,"344,00","10,82","2,57","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","23,77%","0,00","5.183.100.000,00","0,00","1,83%"
TRIS3,"9,99","10,96","1,61","2,121","4,29%","0,856","1,52","10,59","2,60","10,95","10,90","20,03%","20,89%","3,68","10,69%","14,65%","15.289.300,00","1.161.050.000,00","0,47","31,34%"
BGIP3,"39,00","10,97","1,22","0,000","2,54%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","11,14%","1.169,40","487.808.000,00","0,00","9,59%"
RSID3,"9,60","11,02","-0,31","2,162","0,00%","0,101","-0,14","-2,82","-0,10","-17,05","-18,76","-76,64%","-11,71%","0,33","-3,80%","-2,80%","2.295.000,00","-533.610.000,00","-1,65","-42,82%"
BRGE12,"6,15","11,02","0,37","17,662","0,00%","0,149","0,35","-1,12","0,75","2,77","2,78","-1.572,46%","248,85%","3,39","-27,52%","3,33%","5.266,20","1.234.610.000,00","0,00","-2,20%"
GRNL4,"470,00","11,09","1,07","7,231","0,00%","0,975","8,04","-64,72","15,01","-63,22","-63,22","-11,17%","65,19%","4,35","-1,65%","9,69%","0,00","93.104.000,00","0,05","21,48%"
ELUM3,"36,00","11,12","1,50","0,940","0,00%","0,886","2,31","14,76","2,51","10,02","10,02","6,37%","8,46%","2,02","9,40%","13,47%","0,00","443.231.000,00","0,08","8,40%"
RIPI3,"48,01","11,23","-28,94","-7,449","0,00%","7,092","-59,55","-8,79","-16,76","-9,31","-9,31","84,70%","-66,31%","0,87","-99,10%","-257,61%","0,00","-49.103.000,00","-2,44","5,82%"
CZLT33,"29,23","11,24","1,39","0,526","0,00%","0,145","1,87","3,10","-0,29","10,26","4,03","16,97%","9,14%","1,58","5,31%","12,36%","0,00","5.691.680.000,00","3,93","7,88%"
PTBL3,"9,37","11,29","3,47","1,087","1,66%","0,712","8,22","15,02","-2,07","19,19","11,68","7,24%","9,63%","1,24","6,37%","30,73%","31.886.000,00","417.168.000,00","1,74","6,45%"
JOPA3,"34,00","11,30","0,69","0,230","0,85%","0,177","0,62","3,07","25,97","7,11","6,22","7,50%","2,46%","1,76","8,39%","6,10%","30.898,70","521.619.000,00","1,94","7,33%"
AURA33,"61,69","11,34","2,69","2,780","7,42%","1,566","8,69","7,88","-137,15","7,43","7,43","35,28%","24,52%","1,80","30,88%","23,69%","12.777.300,00","1.625.080.000,00","0,23","74,78%"
RIPI4,"48,50","11,35","-29,24","-7,525","0,00%","7,164","-60,16","-8,88","-16,93","-9,40","-9,40","84,70%","-66,31%","0,87","-99,10%","-257,61%","0,00","-49.103.000,00","-2,44","5,82%"
EBCO4,"1,00","11,46","0,80","0,330","0,00%","0,351","50,21","8,51","-14,31","8,26","8,26","3,88%","2,90%","1,01","5,04%","7,00%","0,00","828.097.000,00","0,02","6,09%"
SHUL4,"18,21","11,47","2,19","1,548","1,70%","0,913","2,48","18,49","12,83","21,27","14,30","8,37%","13,49%","2,28","7,24%","19,10%","3.895.330,00","742.376.000,00","0,93","17,64%"
EQMA3B,"48,99","11,49","2,68","1,958","5,94%","1,019","7,70","8,39","-4,97","9,25","7,72","23,34%","17,05%","1,47","16,84%","23,36%","27.647,20","2.997.240.000,00","0,82","7,29%"
EMAE4,"61,95","11,53","3,19","5,119","12,38%","1,337","7,43","15,76","-9,12","12,65","12,14","32,48%","44,39%","1,71","12,22%","27,62%","243.341,00","718.513.000,00","0,09","25,66%"
TEMP3,"4,15","11,64","4,92","0,980","0,00%","2,014","9,98","10,60","19,39","9,55","7,74","9,25%","8,42%","1,41","34,49%","42,27%","0,00","135.736.000,00","0,23","-13,11%"
BRIV3,"9,80","11,78","0,56","0,000","0,05%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","4,78%","22.911,00","1.542.730.000,00","0,00","30,52%"
NAFG3,"64,37","11,80","2,76","1,102","0,00%","1,153","3,20","7,35","60,48","8,64","6,57","14,99%","9,28%","2,52","19,92%","23,42%","0,00","316.392.000,00","0,81","9,49%"
NAFG4,"64,42","11,81","2,76","1,103","0,00%","1,154","3,20","7,36","60,52","8,65","6,57","14,99%","9,28%","2,52","19,92%","23,42%","0,00","316.392.000,00","0,81","9,49%"
CAMB4,"6,25","12,00","2,71","1,688","0,00%","0,938","-53,33","30,68","-3,31","38,26","22,66","5,50%","14,07%","0,95","3,33%","22,61%","0,00","97.343.000,00","0,74","-12,22%"
EKTR3,"36,69","12,01","2,38","1,040","7,91%","0,766","69,70","6,55","-2,26","9,38","7,70","15,89%","8,66%","1,03","14,54%","19,85%","1.159,93","2.982.000.000,00","1,34","9,18%"
FIBR3,"66,30","12,03","2,59","2,010","7,59%","0,899","9,59","5,13","-2,54","7,17","5,29","39,18%","16,75%","1,46","22,95%","21,57%","0,00","14.149.000.000,00","1,46","22,71%"
EBCO3,"1,05","12,03","0,84","0,346","0,00%","0,368","52,72","8,94","-15,02","8,68","8,68","3,88%","2,90%","1,01","5,04%","7,00%","0,00","828.097.000,00","0,02","6,09%"
EGIE3,"41,32","12,05","4,36","2,750","4,17%","0,958","14,33","6,50","-1,71","8,86","7,53","42,30%","22,82%","1,44","17,41%","36,14%","79.315.500,00","7.739.530.000,00","2,17","17,61%"
BBDC3,"22,72","12,13","1,40","0,000","2,67%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","11,51%","147.805.000,00","143.703.000.000,00","0,00","-9,27%"
MPLU3,"26,80","12,20","17,37","6,877","0,00%","2,676","50,65","10,34","66,01","7,71","7,28","66,52%","56,37%","1,06","129,57%","142,40%","0,00","250.279.000,00","0,00","-18,88%"
ITSA4,"10,26","12,23","1,50","14,676","2,50%","1,189","20,09","131,55","-21,88","133,59","68,31","11,16%","124,90%","2,15","0,98%","12,30%","334.873.000,00","57.343.000.000,00","0,10","4,72%"
PTNT4,"4,87","12,31","0,88","0,417","0,00%","0,324","1,62","9,70","-10,25","13,90","5,87","4,30%","4,94%","1,64","4,71%","7,12%","193.819,00","267.166.000,00","0,92","4,99%"
AMPI3,"55,00","12,41","2,74","0,247","0,00%","0,177","5,68","0,98","-0,68","1,99","1,73","25,18%","15,11%","1,12","21,22%","22,09%","0,00","240.799.000,00","4,48","14,12%"
TMGC7,"800,01","12,68","1,63","1,164","0,00%","1,120","6,77","17,85","11,96","16,52","16,52","6,52%","9,18%","1,69","8,73%","12,83%","0,00","1.167.010.000,00","0,05","10,49%"
SMTO3,"31,02","12,73","2,72","2,555","1,75%","0,894","5,76","10,01","-2,42","14,08","6,16","25,52%","20,07%","2,06","10,27%","21,36%","44.904.800,00","4.037.270.000,00","1,45","13,53%"
ITUB3,"24,67","12,76","1,77","0,000","2,21%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","13,87%","16.134.200,00","136.699.000.000,00","0,00","-29,96%"
MDIA3,"28,89","12,82","1,47","1,350","1,76%","1,007","4,38","18,95","12,46","19,65","13,08","7,13%","10,53%","2,37","6,35%","11,49%","34.510.500,00","6.645.570.000,00","0,24","7,64%"
CRIV4,"6,32","12,88","0,66","0,000","6,88%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","5,14%","24.178,20","981.886.000,00","0,00","-4,56%"
AVIL3,"0,93","12,97","4,16","2,338","0,00%","2,227","3,89","10,00","9,02","9,40","9,40","23,38%","18,01%","5,14","40,99%","32,03%","0,00","1.106.590.000,00","0,52","1,74%"
DXTG4,"3,68","13,02","1,32","0,675","0,00%","0,689","2,44","6,26","7,48","6,33","6,33","10,78%","6,60%","2,77","12,31%","10,10%","0,00","768.999.000,00","0,04","8,30%"
SFSA4,"4,40","13,10","0,82","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","6,25%","0,00","739.524.000,00","0,00","0,15%"
CMIN3,"9,47","13,14","4,99","3,840","0,00%","2,698","26,49","7,64","-21,85","7,40","6,29","50,25%","29,23%","1,43","45,43%","38,02%","64.057.500,00","10.601.700.000,00","0,12","20,37%"
ROMI3,"31,31","13,16","2,82","2,359","6,14%","1,315","4,76","23,06","16,81","25,21","18,40","10,23%","17,95%","1,82","7,50%","21,46%","53.462.100,00","813.003.000,00","0,66","12,08%"
ITSA3,"11,06","13,18","1,62","15,820","2,32%","1,281","21,66","141,80","-23,59","143,85","73,55","11,16%","124,90%","2,15","0,98%","12,30%","2.368.910,00","57.343.000.000,00","0,10","4,72%"
GETI3,"14,45","13,19","3,44","1,916","0,00%","1,314","-15,63","6,98","-3,19","8,20","6,76","27,43%","14,52%","0,71","22,70%","26,09%","0,00","1.601.130.000,00","0,86","13,39%"
GETI4,"14,46","13,20","3,44","1,917","0,00%","1,315","-15,64","6,99","-3,20","8,20","6,76","27,43%","14,52%","0,71","22,70%","26,09%","0,00","1.601.130.000,00","0,86","13,39%"
RGEG3,"3,00","13,42","1,60","0,770","0,00%","0,609","-98,28","6,23","-1,76","10,04","11,70","12,36%","5,74%","0,98","11,69%","11,90%","0,00","1.915.180.000,00","1,15","10,09%"
WLMM3,"20,06","13,43","1,58","0,737","1,97%","1,283","3,88","10,77","5,37","8,89","8,42","6,84%","5,49%","4,44","15,98%","11,78%","7.449,42","461.754.000,00","0,02","28,46%"
SMLS3,"21,55","13,65","1,98","4,670","24,58%","0,796","2,81","13,02","6,05","9,44","8,29","35,87%","34,20%","1,63","8,25%","14,51%","55.013.700,00","1.350.330.000,00","0,00","-12,68%"
CPRE3,"18,23","13,66","1,85","4,923","0,00%","0,882","-5,47","10,53","-2,22","11,94","7,54","46,78%","36,66%","0,42","8,98%","13,51%","0,00","5.864.400.000,00","0,36","5,78%"
JSLG3,"8,85","13,72","2,33","0,877","1,09%","0,512","2,60","17,13","-1,32","30,13","11,45","5,12%","4,65%","2,01","3,58%","16,98%","3.828.430,00","1.063.320.000,00","2,38","-13,49%"
BBDC4,"25,80","13,78","1,59","0,000","2,59%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","11,51%","1.184.270.000,00","143.703.000.000,00","0,00","-9,27%"
EQPA3,"4,50","13,83","2,95","1,692","6,22%","0,812","4,08","7,00","-2,55","8,24","6,75","24,16%","12,23%","1,96","15,71%","21,30%","270.245,00","3.373.180.000,00","1,25","6,29%"
RPAD6,"5,56","13,87","0,46","4.853,940","0,00%","0,454","37,22","-95,00","37,57","-90,74","-90,74","-5.109,28%","35.003,10%","2,32","-0,49%","3,30%","3.583,85","1.028.140.000,00","0,00","-17,29%"
ARCE3,"54,00","14,01","2,60","2,461","0,00%","1,726","11,33","8,89","102,03","9,07","9,07","27,70%","19,46%","1,97","22,04%","18,59%","0,00","13.495.400.000,00","0,17","48,47%"
BRFS3,"24,27","14,25","2,30","0,500","0,00%","0,397","2,64","6,33","-1,10","11,00","6,22","7,89%","3,52%","1,48","10,06%","16,11%","196.222.000,00","8.585.780.000,00","2,61","3,18%"
TMGC11,"900,00","14,26","1,83","1,309","0,00%","1,260","7,62","20,08","13,46","18,75","18,75","6,52%","9,18%","1,69","8,73%","12,83%","0,00","1.167.010.000,00","0,05","10,49%"
ITUB4,"27,64","14,29","1,98","0,000","1,97%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","13,87%","1.078.500.000,00","136.699.000.000,00","0,00","-29,96%"
TEND3,"27,49","14,32","1,89","1,257","1,80%","0,677","1,86","8,07","71,18","7,65","7,06","15,57%","8,75%","2,27","12,28%","13,20%","31.156.700,00","1.517.630.000,00","0,76","21,04%"
PFRM3,"6,08","14,38","0,72","0,137","0,00%","0,200","0,80","3,83","4,76","5,00","3,29","3,59%","1,13%","1,61","8,76%","5,00%","3.299.470,00","1.046.320.000,00","0,57","7,74%"
TNCP4,"182,60","14,42","2,49","3,091","0,00%","1,696","52,65","11,85","-22,30","11,88","8,72","26,08%","21,44%","1,15","16,48%","17,29%","0,00","13.081.500.000,00","0,09","97,79%"
WEGE4,"16,10","14,43","2,92","1,934","0,00%","1,696","5,06","10,31","7,41","9,46","8,31","18,75%","13,72%","2,13","23,08%","20,24%","0,00","11.563.200.000,00","0,15","17,16%"
FRAS3,"12,50","14,44","2,88","1,628","1,40%","0,942","4,33","14,65","-5,59","17,13","11,50","11,11%","10,90%","1,77","8,59%","19,96%","3.374.350,00","943.829.000,00","0,98","21,36%"
BRAP3,"61,12","14,50","1,89","0,000","8,10%","1,883","55,96","-1.179,61","57,14","-1.176,14","-1.176,14","0,00%","0,00%","11,80","-0,16%","13,03%","2.879.770,00","11.254.800.000,00","0,00","0,00%"
MULT3,"23,28","14,51","2,25","12,931","1,95%","1,324","16,66","24,58","-5,61","27,91","20,03","52,62%","89,13%","1,84","6,18%","15,48%","185.165.000,00","6.229.730.000,00","0,50","0,70%"
ENMT4,"44,98","14,53","3,54","1,933","5,36%","1,040","8,72","10,24","-3,24","12,98","10,36","18,86%","13,30%","1,45","13,52%","24,38%","90.600,80","2.780.660.000,00","1,61","11,60%"
ENMT3,"44,98","14,53","3,54","1,933","5,36%","1,040","8,72","10,24","-3,24","12,98","10,36","18,86%","13,30%","1,45","13,52%","24,38%","332.670,00","2.780.660.000,00","1,61","11,60%"
TNCP3,"184,85","14,59","2,52","3,129","0,00%","1,717","53,30","12,00","-22,58","12,03","8,83","26,08%","21,44%","1,15","16,48%","17,29%","0,00","13.081.500.000,00","0,09","97,79%"
KSSA3,"5,33","14,66","1,40","0,916","0,00%","0,406","1,72","5,62","6,73","12,30","12,30","16,31%","8,42%","1,47","7,67%","9,58%","0,00","553.026.000,00","1,80","40,68%"
ELUM4,"47,90","14,79","1,99","1,251","0,00%","1,178","3,07","19,64","3,34","14,90","14,90","6,37%","8,46%","2,02","9,40%","13,47%","0,00","443.231.000,00","0,08","8,40%"
WHRL3,"7,05","14,87","5,50","1,144","17,20%","1,492","14,41","11,45","42,47","9,71","8,09","10,00%","7,71%","1,16","50,20%","36,97%","90.833,10","1.926.800.000,00","0,15","-1,92%"
BMGB11,"33,60","14,89","1,19","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","7,97%","0,00","4.128.230.000,00","0,00","24,14%"
TCOC3,"38,85","14,90","1,80","2,225","0,00%","1,307","3,78","14,48","4,39","12,23","12,23","15,37%","14,93%","2,53","13,98%","12,06%","0,00","2.812.920.000,00","0,04","16,71%"
EALT3,"16,85","15,02","2,06","1,506","0,32%","0,909","13,36","16,63","-5,50","19,65","13,34","9,06%","10,03%","1,21","6,02%","13,75%","213.194,00","183.640.000,00","0,51","23,31%"
COCE3,"51,24","15,04","1,23","0,680","4,14%","0,426","-8,89","10,86","-1,08","16,94","9,14","6,26%","4,52%","0,84","4,54%","8,21%","384,30","3.230.550.000,00","0,77","9,15%"
BOBR4,"2,31","15,06","-2,45","0,522","0,00%","0,892","-2,91","5,55","-0,94","7,83","6,48","9,41%","3,47%","0,58","22,51%","-16,30%","237.860,00","-245.161.000,00","-1,09","0,64%"
RDCD3,"35,16","15,07","14,74","7,936","0,00%","0,925","21,14","13,40","22,70","14,25","14,26","59,23%","52,65%","1,05","6,97%","97,78%","0,00","1.605.520.000,00","1,04","12,16%"
ASAI3,"78,66","15,10","14,97","0,586","0,00%","1,122","-56,44","7,91","-2,33","9,52","7,93","7,40%","4,32%","0,96","26,08%","99,15%","126.574.000,00","1.410.000.000,00","5,55","19,22%"
RANI4,"5,50","15,22","1,80","1,371","0,96%","0,778","2,86","8,61","-5,51","10,09","6,86","15,93%","9,01%","2,78","12,07%","11,80%","0,00","786.154.000,00","0,75","6,27%"
BRGE8,"8,50","15,23","0,51","24,411","3,56%","0,206","0,48","-1,55","1,03","2,34","2,35","-1.572,46%","248,85%","3,39","-27,52%","3,33%","4.297,90","1.234.610.000,00","0,00","-2,20%"
TMGC13,"966,14","15,31","1,96","1,406","0,00%","1,353","8,18","21,56","14,45","20,23","20,23","6,52%","9,18%","1,69","8,73%","12,83%","0,00","1.167.010.000,00","0,05","10,49%"
BEMA3,"10,80","15,32","1,22","1,293","0,00%","0,808","3,18","14,34","11,45","14,43","8,11","9,01%","8,44%","2,66","6,96%","7,95%","0,00","457.342.000,00","0,19","10,58%"
GOAU3,"12,31","15,33","1,14","0,305","1,95%","0,207","1,00","3,05","-1,88","4,96","3,19","10,02%","5,44%","2,16","8,74%","7,46%","761.356,00","11.698.700.000,00","1,50","3,82%"
RANI3,"5,66","15,66","1,85","1,411","1,65%","0,801","2,94","8,86","-5,67","10,34","7,03","15,93%","9,01%","2,78","12,07%","11,80%","14.490.100,00","786.154.000,00","0,75","6,27%"
ILMD3,"29,00","15,73","2,63","0,683","0,00%","1,395","5,70","14,13","7,53","13,13","13,13","4,84%","4,92%","1,60","12,52%","16,69%","0,00","658.715.000,00","0,02","0,65%"
VIVT3,"44,74","15,86","1,09","1,754","7,67%","0,696","63,80","12,53","-3,76","13,77","4,82","14,00%","11,06%","1,07","6,26%","6,86%","143.761.000,00","69.556.800.000,00","0,19","0,53%"
CRTP5,"62,10","15,98","1,71","1,748","0,00%","1,127","3,98","14,09","5,88","12,48","12,48","12,40%","10,94%","2,14","12,36%","10,68%","0,00","1.210.570.000,00","0,12","10,11%"
ATOM3,"9,45","16,02","13,59","6,410","0,00%","7,249","8,70","20,02","14,17","18,52","18,39","32,02%","40,02%","6,76","82,84%","84,86%","4.554.550,00","14.529.000,00","0,00","96,56%"
VIVT4,"45,34","16,07","1,10","1,778","5,05%","0,705","64,66","12,70","-3,81","13,94","4,87","14,00%","11,06%","1,07","6,26%","6,86%","0,00","69.556.800.000,00","0,19","0,53%"
TIMS3,"12,28","16,12","1,28","1,722","3,64%","0,714","14,09","9,37","-3,69","8,65","3,15","18,37%","10,68%","1,25","9,36%","7,95%","80.125.400,00","23.182.700.000,00","0,10","126,44%"
ILMD4,"30,00","16,28","2,72","0,707","0,00%","1,443","5,89","14,62","7,79","13,62","13,62","4,84%","4,92%","1,60","12,52%","16,69%","0,00","658.715.000,00","0,02","0,65%"
MRVE3,"18,57","16,30","1,58","1,349","2,94%","0,496","1,81","11,33","-2,59","15,84","13,91","11,91%","9,34%","2,37","4,79%","9,70%","76.532.600,00","5.673.330.000,00","0,82","12,03%"
DURA4,"31,39","16,35","2,22","2,182","0,00%","1,224","17,24","10,12","-10,49","11,47","11,47","21,56%","13,39%","1,27","14,38%","13,59%","0,00","1.789.980.000,00","0,52","10,94%"
BRGE3,"9,20","16,49","0,55","26,421","0,00%","0,223","0,52","-1,68","1,11","2,22","2,22","-1.572,46%","248,85%","3,39","-27,52%","3,33%","6.169,48","1.234.610.000,00","0,00","-2,20%"
AESL4,"10.081,90","16,50","3,20","1,380","0,00%","0,942","-58,79","9,75","-2,29","13,64","10,56","14,15%","8,36%","0,95","11,82%","19,42%","0,00","3.540.630.000,00","1,60","34,70%"
AESL3,"10.081,90","16,50","3,20","1,380","0,00%","0,942","-58,79","9,75","-2,29","13,64","10,56","14,15%","8,36%","0,95","11,82%","19,42%","0,00","3.540.630.000,00","1,60","34,70%"
DURA3,"31,90","16,62","2,26","2,218","0,00%","1,244","17,52","10,29","-10,66","11,64","11,64","21,56%","13,39%","1,27","14,38%","13,59%","0,00","1.789.980.000,00","0,52","10,94%"
DPPI3,"85,00","16,65","4,99","-1,453","0,00%","3,753","8,70","190,72","9,75","177,18","177,18","-0,76%","-5,04%","3,14","3,00%","29,97%","0,00","545.227.000,00","0,06","15,14%"
COCE5,"57,10","16,76","1,38","0,758","3,72%","0,475","-9,91","12,10","-1,20","18,18","9,81","6,26%","4,52%","0,84","4,54%","8,21%","1.225.720,00","3.230.550.000,00","0,77","9,15%"
HYPE3,"34,33","16,79","2,35","5,318","3,46%","1,261","4,12","20,41","-197,60","21,14","18,97","26,05%","31,67%","3,01","8,71%","14,02%","117.944.000,00","9.240.720.000,00","0,60","3,42%"
LAVV3,"7,32","16,80","1,29","4,370","0,00%","0,928","1,42","13,36","1,56","6,02","6,00","32,72%","33,05%","4,77","15,35%","7,68%","10.749.000,00","1.217.040.000,00","0,05","85,50%"
WHRL4,"7,97","16,81","6,22","1,294","16,74%","1,687","16,29","12,94","48,01","11,20","9,33","10,00%","7,71%","1,16","50,20%","36,97%","204.124,00","1.926.800.000,00","0,15","-1,92%"
BRGE11,"9,40","16,84","0,56","26,996","3,87%","0,228","0,53","-1,72","1,14","2,18","2,19","-1.572,46%","248,85%","3,39","-27,52%","3,33%","5.780,80","1.234.610.000,00","0,00","-2,20%"
EUCA3,"26,25","16,86","1,64","1,353","0,77%","0,889","14,62","10,09","-7,62","11,84","7,42","13,41%","8,02%","1,22","9,73%","9,73%","174.931,00","1.481.290.000,00","0,34","12,06%"
CRFB3,"22,71","16,88","2,87","0,633","1,10%","0,870","65,06","9,98","-4,81","10,00","8,06","6,35%","3,99%","1,03","14,24%","17,00%","101.008.000,00","15.709.000.000,00","0,37","10,36%"
CSNA3,"46,51","17,01","6,51","2,147","0,02%","1,024","7,45","7,66","-2,28","10,21","7,86","28,04%","14,28%","1,59","18,96%","38,27%","626.994.000,00","9.913.450.000,00","3,56","15,49%"
BRAP4,"71,90","17,06","2,22","0,000","7,57%","2,215","65,84","-1.387,66","67,22","-1.384,19","-1.384,19","0,00%","0,00%","11,80","-0,16%","13,03%","201.655.000,00","11.254.800.000,00","0,00","0,00%"
KEPL3,"44,01","17,12","2,24","1,725","3,44%","1,221","7,54","16,73","9,74","12,91","9,16","10,31%","10,08%","1,39","11,69%","13,07%","10.486.700,00","517.651.000,00","0,03","7,24%"
TIMP3,"13,46","17,13","1,43","1,903","0,00%","0,818","15,37","9,79","-3,78","9,72","3,77","19,44%","11,11%","1,34","9,67%","8,33%","0,00","22.847.800.000,00","0,14","2,29%"
BMTO4,"7,57","17,27","2,07","0,000","0,00%","2,030","0,00","-2.625,16","0,00","-2.624,05","-1.477,48","0,00%","0,00%","0,00","0,00%","12,00%","0,00","1.046.320.000,00","0,00","0,00%"
RPAD3,"6,95","17,33","0,57","6.067,420","0,00%","0,567","46,53","-118,75","46,96","-114,49","-114,49","-5.109,28%","35.003,10%","2,32","-0,49%","3,30%","12.135,00","1.028.140.000,00","0,00","-17,29%"
BFIT4,"0,93","17,55","1,96","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","11,15%","0,00","1.849.420.000,00","0,00","35,67%"
DIRR3,"13,06","17,72","1,63","1,335","6,20%","0,393","0,96","8,05","-1,83","8,62","7,39","16,59%","10,00%","4,66","6,10%","9,22%","16.054.000,00","1.226.310.000,00","0,87","9,00%"
BMTO3,"7,82","17,84","2,14","0,000","0,00%","2,097","0,00","-2.711,85","0,00","-2.710,74","-1.526,30","0,00%","0,00%","0,00","0,00%","12,00%","0,00","1.046.320.000,00","0,00","0,00%"
UCOP4,"6,50","18,01","1,30","19,050","0,00%","0,844","5,14","22,70","-8,61","24,17","41,56","83,92%","110,51%","13,37","3,91%","7,23%","0,00","972.713.000,00","0,16","9,25%"
ODER4,"190,00","18,05","7,54","3,718","0,40%","3,662","9,39","21,50","15,46","22,34","20,66","17,30%","20,60%","2,08","20,08%","41,79%","0,00","284.266.000,00","0,47","10,81%"
GOAU4,"14,60","18,18","1,36","0,362","1,64%","0,245","1,18","3,62","-2,24","5,53","3,55","10,02%","5,44%","2,16","8,74%","7,46%","161.084.000,00","11.698.700.000,00","1,50","3,82%"
JBSS3,"33,30","18,19","2,08","0,309","1,76%","0,511","4,24","4,19","-1,40","6,51","4,67","7,38%","1,72%","1,48","16,64%","11,46%","403.637.000,00","40.119.300.000,00","1,64","12,17%"
CURY3,"10,06","18,26","6,00","2,565","0,00%","1,785","3,91","12,84","8,38","12,17","12,09","19,98%","16,60%","2,25","19,55%","32,85%","9.127.630,00","489.464.000,00","0,57","12,30%"
EQPA7,"5,97","18,35","3,91","2,245","4,69%","1,077","5,42","9,29","-3,38","10,53","8,63","24,16%","12,23%","1,96","15,71%","21,30%","9.434,03","3.373.180.000,00","1,25","6,29%"
UNIP3,"71,50","18,36","3,91","1,745","1,01%","1,498","10,22","8,68","-7,60","8,17","6,51","20,11%","9,57%","1,54","24,64%","21,31%","1.362.170,00","1.725.010.000,00","0,41","34,30%"
CGAS3,"159,50","18,37","35,82","2,541","5,33%","1,991","34,33","10,86","-3,64","13,65","11,42","23,41%","13,83%","1,17","24,44%","195,00%","14.370,60","590.052.000,00","11,94","14,02%"
EZTC3,"32,81","18,38","1,83","7,952","0,90%","1,579","4,24","33,25","4,75","28,46","27,34","23,91%","44,31%","5,50","6,23%","9,95%","90.844.900,00","4.071.010.000,00","0,00","8,20%"
LIPR3,"70,90","18,43","4,10","0,000","2,41%","3,357","12,06","47,37","14,19","42,11","42,10","0,00%","0,00%","3,01","11,30%","22,22%","20.907,30","203.682.000,00","0,00","0,00%"
BFIT3,"0,98","18,49","2,06","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","11,15%","0,00","1.849.420.000,00","0,00","35,67%"
TMCP3,"56,00","18,58","1,38","1,525","0,00%","0,937","3,85","24,25","4,74","19,68","19,68","6,29%","9,75%","2,30","5,54%","7,44%","0,00","1.798.930.000,00","0,03","10,49%"
ENGI3,"15,04","18,58","4,10","1,342","1,84%","0,599","22,88","9,59","-1,12","14,58","10,18","13,99%","7,91%","1,10","7,67%","22,09%","415.046,00","6.648.740.000,00","3,04","15,77%"
SLCE3,"47,78","18,64","3,10","2,351","2,06%","1,060","4,88","11,89","-7,36","12,95","11,20","19,78%","13,19%","1,80","13,02%","16,62%","56.600.800,00","2.940.380.000,00","0,82","22,26%"
CGAS5,"161,99","18,66","36,38","2,581","5,77%","2,022","34,87","11,03","-3,70","13,82","11,56","23,41%","13,83%","1,17","24,44%","195,00%","349.540,00","590.052.000,00","11,94","14,02%"
BAUH4,"83,90","18,70","4,77","2,296","1,02%","2,943","40,57","33,36","61,65","31,44","24,01","6,88%","12,28%","1,20","14,27%","25,52%","105.170,00","91.838.000,00","0,00","8,40%"
CALI3,"98,18","18,80","11,06","1,216","0,00%","0,293","0,97","-15,01","-0,62","-24,92","-28,01","-8,10%","6,47%","2,56","-2,40%","58,84%","0,00","3.302.000,00","10,39","-8,47%"
GRND3,"8,45","18,81","1,80","4,019","1,98%","1,630","2,67","20,88","2,76","17,04","13,49","19,25%","21,36%","9,12","11,81%","9,58%","10.664.800,00","4.230.170.000,00","0,02","-2,32%"
